epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,4868.36,1.08197,0.7224,1.09211,0.84651,0.77771,0.84452,0.5882,1.05104,0.62667,1.06301,0.007426,0.007426,0.007426
15,5217.64,1.07343,0.71608,1.08963,0.83742,0.79331,0.84207,0.59149,1.03928,0.62017,1.05962,0.007228,0.007228,0.007228
16,5564.67,1.06838,0.70661,1.08381,0.84355,0.77876,0.84933,0.59605,1.03168,0.60944,1.05954,0.00703,0.00703,0.00703
17,5908.53,1.05988,0.69065,1.07894,0.8452,0.79014,0.85386,0.59958,1.03006,0.60604,1.05528,0.006832,0.006832,0.006832
18,6256.68,1.06375,0.69482,1.07691,0.84133,0.79854,0.85388,0.60068,1.03409,0.59625,1.05809,0.006634,0.006634,0.006634
19,6603.77,1.05265,0.68428,1.075,0.84345,0.79859,0.85338,0.60283,1.02401,0.58719,1.05368,0.006436,0.006436,0.006436
20,6948.79,1.0477,0.67515,1.07059,0.84946,0.80214,0.86095,0.60768,1.01476,0.57548,1.04129,0.006238,0.006238,0.006238
21,7293.82,1.0497,0.6728,1.07043,0.83973,0.80747,0.85926,0.60819,1.01102,0.5751,1.04368,0.00604,0.00604,0.00604
22,7641.89,1.03729,0.66246,1.06688,0.84329,0.80524,0.86411,0.61013,1.00887,0.56869,1.0438,0.005842,0.005842,0.005842
23,7991.62,1.03621,0.65448,1.06495,0.85012,0.806,0.86327,0.61015,1.00966,0.56884,1.04192,0.005644,0.005644,0.005644
24,8336.84,1.02676,0.6439,1.06126,0.83941,0.80097,0.86287,0.60914,1.0085,0.56682,1.03866,0.005446,0.005446,0.005446
25,8682.56,1.03195,0.65372,1.06108,0.84578,0.80198,0.8653,0.61521,1.00355,0.56142,1.0356,0.005248,0.005248,0.005248
26,9031.49,1.01603,0.63442,1.05698,0.83976,0.81274,0.86588,0.6156,1.00028,0.5582,1.03704,0.00505,0.00505,0.00505
27,9380.47,1.01592,0.63088,1.0525,0.8536,0.79812,0.86694,0.61628,0.99935,0.55599,1.03095,0.004852,0.004852,0.004852
28,9728.1,1.01111,0.62614,1.05113,0.84643,0.80515,0.86764,0.61786,0.99919,0.55238,1.03149,0.004654,0.004654,0.004654
29,10076.1,1.01127,0.62709,1.05144,0.84777,0.80695,0.87031,0.61799,0.99827,0.5484,1.03498,0.004456,0.004456,0.004456
30,10426.3,1.0089,0.61833,1.04727,0.85079,0.81164,0.86953,0.61872,0.99392,0.54244,1.02975,0.004258,0.004258,0.004258
31,10774.4,1.00379,0.61337,1.04642,0.84463,0.81284,0.86821,0.61909,0.99498,0.5445,1.03044,0.00406,0.00406,0.00406
32,11118,0.99775,0.61105,1.04599,0.84408,0.81736,0.87012,0.62105,0.98931,0.54098,1.0295,0.003862,0.003862,0.003862
33,11467.7,0.99156,0.59871,1.04053,0.83795,0.82638,0.87156,0.62202,0.98923,0.53866,1.0262,0.003664,0.003664,0.003664
34,11814.7,0.99011,0.59756,1.04116,0.83746,0.82224,0.87312,0.62325,0.9893,0.53683,1.02776,0.003466,0.003466,0.003466
35,12164.1,0.9878,0.59147,1.03912,0.85245,0.80648,0.87164,0.62174,0.9927,0.53858,1.02904,0.003268,0.003268,0.003268
36,12515.1,0.98358,0.58669,1.03788,0.84913,0.8129,0.87405,0.62313,0.99069,0.5358,1.02753,0.00307,0.00307,0.00307
37,12864.2,0.97027,0.58057,1.03459,0.85208,0.80955,0.87183,0.62241,0.98797,0.53576,1.02761,0.002872,0.002872,0.002872
38,13218.9,0.9742,0.58075,1.03199,0.85433,0.80534,0.87163,0.62232,0.98842,0.5348,1.025,0.002674,0.002674,0.002674
39,13568.3,0.96498,0.56955,1.02999,0.84527,0.81183,0.87102,0.62232,0.98916,0.53516,1.02694,0.002476,0.002476,0.002476
40,13913.6,0.96501,0.56474,1.03259,0.84096,0.82046,0.8714,0.62279,0.98678,0.53357,1.02687,0.002278,0.002278,0.002278
41,14265.2,0.95894,0.52056,1.0154,0.83289,0.82918,0.8723,0.62275,0.98552,0.53413,1.0262,0.00208,0.00208,0.00208
42,14609.3,0.95028,0.51043,1.01209,0.84071,0.82093,0.87249,0.62394,0.98561,0.53336,1.02836,0.001882,0.001882,0.001882
43,14954.2,0.94893,0.50169,1.00966,0.85139,0.80947,0.87073,0.62323,0.9854,0.53512,1.02917,0.001684,0.001684,0.001684
44,15299.2,0.93991,0.4932,1.00593,0.8476,0.81208,0.86915,0.62231,0.98536,0.5384,1.02818,0.001486,0.001486,0.001486
45,15649.9,0.93793,0.48471,1.0059,0.85777,0.80543,0.86842,0.62195,0.9855,0.53998,1.02852,0.001288,0.001288,0.001288
46,15994.1,0.93006,0.47669,1.00333,0.85545,0.80755,0.8671,0.62055,0.98525,0.54304,1.02891,0.00109,0.00109,0.00109
47,16339.6,0.9199,0.4665,0.99623,0.85279,0.8092,0.86662,0.61984,0.98466,0.54409,1.02828,0.000892,0.000892,0.000892
48,16684.2,0.9205,0.45948,0.99431,0.85106,0.80989,0.86568,0.61967,0.98533,0.54483,1.02809,0.000694,0.000694,0.000694
49,17033.7,0.91577,0.45161,0.99251,0.85332,0.80872,0.86481,0.61927,0.98598,0.54675,1.02836,0.000496,0.000496,0.000496
50,17382.7,0.91194,0.44621,0.9886,0.85477,0.80543,0.86357,0.61846,0.98653,0.54899,1.02842,0.000298,0.000298,0.000298
