model,map50,map75,map_50_95,mp,mr,f1,fps
runs/detect/yolo11n_b64_e50/weights/best.pt,0.8621134714156249,0.6874221129534538,0.6084239929203255,0.8526858109430205,0.8003038647801728,0.8256648664697286,154.0044960836365
runs/detect/yolo11s_b32_e50/weights/best.pt,0.8749736011279967,0.7079791116671502,0.6250265920200401,0.8389394113418315,0.827004696689907,0.8329293042581986,104.33273165354386
runs/detect/yolo11m_b16_e50/weights/best.pt,0.8821366816350305,0.7174123781832255,0.6323971972217196,0.84067417935992,0.8308802582850632,0.8357485266998002,46.78247952695734
